RAM Address (Nr),Variable Name,Description (Original German),Description (Translated English),Unit,NA Formula Number,Normwert (Quantization),Tester Display Range,System Constraints / Code Conditions
191,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 191,Unassigned RAM Address / Reserved Channel 191,,,,,
192,vziel_w,Geschwindigkeit soll [0 ... 255],Cruise Control Target Speed Setpoint,km/h,7,100,0 ... 255 km/h,B_fgrte=1
193,XXXXXXXX,Flagregister: Cruise Control & Brake Status Flags,Flag Register: Cruise Control Switch & Pedal Status Flags,Bits,16,FFh,,
194,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 194,Unassigned RAM Address / Reserved Channel 194,,,,,
195,Flagregister,Flagregister: Evap Purge System Test Status,Flag Register: Evap Purge Valve Test Status (ON/OFF/OK/Fault),Text,37,0,Test Text Status,
196,dlamatr_w,Anfettung Abgastemperaturregelung,Exhaust Gas Temp Control Lambda Enrichment (Bank 1),%,33,255,0 ... 50%,SY_ATR=1 & CWATR>0
197,dlamatr2_w,Anfettung Abgastemperaturregelung Bank 2,Exhaust Gas Temp Control Lambda Enrichment (Bank 2),%,33,255,0 ... 50%,SY_ATR=1 & SY_STERVK=1 & CWATR>0
198,fldrxl_w,rlmax-Korrektur durch den Langzeita.,Long-Term Adaptation Max Charge Correction Factor,%,20,50,-50 ... 50%,SY_TURBO=1
199,wkrmav,gemittelte Klopffalltiefe,Average Knock Control Retard Depth,KW,34,75,-96.00 ... 95.25 KW,
200,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 200,Unassigned RAM Address / Reserved Channel 200,,,,,
201,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 201,Unassigned RAM Address / Reserved Channel 201,,,,,
202,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 202,Unassigned RAM Address / Reserved Channel 202,,,,,
203,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 203,Unassigned RAM Address / Reserved Channel 203,,,,,
204,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 204,Unassigned RAM Address / Reserved Channel 204,,,,,
205,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 205,Unassigned RAM Address / Reserved Channel 205,,,,,
206,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 206,Unassigned RAM Address / Reserved Channel 206,,,,,
207,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 207,Unassigned RAM Address / Reserved Channel 207,,,,,
208,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 208,Unassigned RAM Address / Reserved Channel 208,,,,,
209,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 209,Unassigned RAM Address / Reserved Channel 209,,,,,
210,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 210,Unassigned RAM Address / Reserved Channel 210,,,,,
211,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 211,Unassigned RAM Address / Reserved Channel 211,,,,,
212,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 212,Unassigned RAM Address / Reserved Channel 212,,,,,
213,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 213,Unassigned RAM Address / Reserved Channel 213,,,,,
214,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 214,Unassigned RAM Address / Reserved Channel 214,,,,,
215,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 215,Unassigned RAM Address / Reserved Channel 215,,,,,
216,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 216,Unassigned RAM Address / Reserved Channel 216,,,,,
217,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 217,Unassigned RAM Address / Reserved Channel 217,,,,,
218,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 218,Unassigned RAM Address / Reserved Channel 218,,,,,
219,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 219,Unassigned RAM Address / Reserved Channel 219,,,,,
220,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 220,Unassigned RAM Address / Reserved Channel 220,,,,,
221,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 221,Unassigned RAM Address / Reserved Channel 221,,,,,
222,dlafi_w,I-Anteil der stetigen Lambdaregelung hinter Front-Kat,Integral Component of Continuous Lambda Control Behind Cat,,61,255,-0.5 ... 0.5,SY_LSFNVK>0
223,dlafi2_w,I-Anteil der stetigen Lambdaregelung h. Front-Kat B2,Integral Component of Continuous Lambda Control Behind Cat B2,,61,255,-0.5 ... 0.5,SY_LSFNVK2>0
224,fzabgzyl_w_0_A,Aussetzer-Z‰hler Zyl.1,Cylinder 1 Misfire Counter,,54,var,0 ... 65535,
225,fzabgzyl_w_1_A,Aussetzer-Z‰hler Zyl.2,Cylinder 2 Misfire Counter,,54,var,0 ... 65535,
226,fzabgzyl_w_2_A,Aussetzer-Z‰hler Zyl.3,Cylinder 3 Misfire Counter,,54,var,0 ... 65535,
227,fzabgzyl_w_3_A,Aussetzer-Z‰hler Zyl.4,Cylinder 4 Misfire Counter,,54,var,0 ... 65535,
228,fzabgzyl_w_4_A,Aussetzer-Z‰hler Zyl.5,Cylinder 5 Misfire Counter,,54,var,0 ... 65535,SY_ZYLZA>4
229,fzabgzyl_w_5_A,Aussetzer-Z‰hler Zyl.6,Cylinder 6 Misfire Counter,,54,var,0 ... 65535,SY_ZYLZA>5
230,fzabgzyl_w_6_A,Aussetzer-Z‰hler Zyl.7,Cylinder 7 Misfire Counter,,54,var,0 ... 65535,SY_ZYLZA>6
231,fzabgzyl_w_7_A,Aussetzer-Z‰hler Zyl.8,Cylinder 8 Misfire Counter,,54,var,0 ... 65535,SY_ZYLZA>7
232,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 232,Unassigned RAM Address / Reserved Channel 232,,,,,
233,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 233,Unassigned RAM Address / Reserved Channel 233,,,,,
234,Flagregister,Flagregister: MIL-Status Aktivierung / Sperrung,Flag Register: MIL Status Activation (Enabled/Blocked),Text,37,G,Text status,
235,Meﬂwert,Meﬂwert aus DLDP Tankleckdiagnose (Reed-Status),Tank Leak Diagnosis Measure Value (Reed Switch State),Text,37,1,Reed open / closed,SY_DLDP>0
236,Meﬂwert,Meﬂwert aus DLDP Leck-Grˆﬂe,"Tank Leak Size Classification (Fine leak, Gross leak, Aborted)",Text,37,37,Leak Size Text,SY_DLDP>0 & CDLDP>0
237,Meﬂwert,Meﬂwert aus DLDP Diagnosestatus,Tank Leak Diagnosis Test Execution State,Text,37,37,System-Check / Measuring,SY_DLDP>0
238,Meﬂwert,Meﬂwert aus DLDP Endergebnis,Tank Leak Diagnosis Final Assessment Result,Text,37,37,System OK / Not OK,SY_DLDP>0
239,Flagregister,Flagregister DSLSLR Sekund‰rluftsystem,Secondary Air Injection System Control Flags,Text,37,37,Test Status Text,SY_SLS>0
240,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 240,Unassigned RAM Address / Reserved Channel 240,,,,,
241,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 241,Unassigned RAM Address / Reserved Channel 241,,,,,
242,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 242,Unassigned RAM Address / Reserved Channel 242,,,,,
243,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 243,Unassigned RAM Address / Reserved Channel 243,,,,,
244,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 244,Unassigned RAM Address / Reserved Channel 244,,,,,
245,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 245,Unassigned RAM Address / Reserved Channel 245,,,,,
246,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 246,Unassigned RAM Address / Reserved Channel 246,,,,,
247,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 247,Unassigned RAM Address / Reserved Channel 247,,,,,
248,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 248,Unassigned RAM Address / Reserved Channel 248,,,,,
249,rrext_w,Abgasr¸ckf¸hrrate,Exhaust Gas Recirculation (EGR) Rate,%,33,255,0 ... 100%,SY_AGR=1 & SY_AGRKOMP=3
250,psdss_w,Saugrohrdruck gemessen,Measured Manifold Absolute Pressure,hPa,18,250,0 ... 2550 mbar,SY_DSS>0
251,pvdkds_w,Druck vor Drosselklappe von Drucksensor,Pressure Before Throttle from Pressure Sensor,hPa,1.8,250,0 ... 2550 mbar,SY_DSVDK>0
252,psdmx_w,Kennf.ausgangsw. f¸r max. Druckplaus.,Characteristic Map Output for Max Pressure Plausibility,hPa,18,250,0 ... 2550 mbar,SY_DSS>0
253,padmn_w,Kennf.ausgangsw. f¸r min. Druckplaus.,Characteristic Map Output for Min Pressure Plausibility,hPa,1.8,250,0 ... 2550 mbar,SY_DSS>0
254,wdkfmx_w,Maximalwert DK-Winkel von Max-Auswahl,Maximum Throttle Angle from Max Selection Grid,%,33,255,0 ... 100%,SY_DSS>0
255,wdkfmn_w,Minimalwert DK-Winkel von Min-Auswahl,Minimum Throttle Angle from Min Selection Grid,%,33,255,0 ... 100%,SY_DSS>0
256,Erm_w,Mittelwert Lambda-Regelfaktor [0...2],Mean Lambda Control Factor Bank 1 [0...2],%,20,100,+/-100%,
257,Erm2_w,Mittelwert Lambda-Regelfaktor (Bank 2) [0...2],Mean Lambda Control Factor Bank 2 [0...2],%,20,100,+/-100%,SY_STERVK=1
258,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 258,Unassigned RAM Address / Reserved Channel 258,,,,,
259,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 259,Unassigned RAM Address / Reserved Channel 259,,,,,
260,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 260,Unassigned RAM Address / Reserved Channel 260,,,,,
261,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 261,Unassigned RAM Address / Reserved Channel 261,,,,,
262,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 262,Unassigned RAM Address / Reserved Channel 262,,,,,
263,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 263,Unassigned RAM Address / Reserved Channel 263,,,,,
264,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 264,Unassigned RAM Address / Reserved Channel 264,,,,,
265,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 265,Unassigned RAM Address / Reserved Channel 265,,,,,
266,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 266,Unassigned RAM Address / Reserved Channel 266,,,,,
267,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 267,Unassigned RAM Address / Reserved Channel 267,,,,,
268,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 268,Unassigned RAM Address / Reserved Channel 268,,,,,
269,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 269,Unassigned RAM Address / Reserved Channel 269,,,,,
270,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 270,Unassigned RAM Address / Reserved Channel 270,,,,,
271,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 271,Unassigned RAM Address / Reserved Channel 271,,,,,
272,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 272,Unassigned RAM Address / Reserved Channel 272,,,,,
273,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 273,Unassigned RAM Address / Reserved Channel 273,,,,,
274,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 274,Unassigned RAM Address / Reserved Channel 274,,,,,
275,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 275,Unassigned RAM Address / Reserved Channel 275,,,,,
276,fmsla,Korrekturf. Sekund‰rluftm. adapt.,Adapted Secondary Air Mass Correction Factor,,31,20,0.00 ... 1.99,SY_SLS=0
277,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 277,Unassigned RAM Address / Reserved Channel 277,,,,,
278,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 278,Unassigned RAM Address / Reserved Channel 278,,,,,
279,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 279,Unassigned RAM Address / Reserved Channel 279,,,,,
280,mslift,"Istwert SL-Masse, gefiltert",Actual Filtered Secondary Air Mass Flow,g/s,25,var,0.0 ... 28.3 g/s,SY_SLS>0
281,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 281,Unassigned RAM Address / Reserved Channel 281,,,,,
282,psrext_w,Partialdruck EGR,Exhaust Gas Recirculation (EGR) Partial Pressure,hPa,18,250,0 ... 2550 mbar,SY_BDE=1
283,Flagregister,Flagregister DAGRS Abgasr¸ckf¸hrung,EGR Diagnosis Flag Register (DAGRS),Text,37,36,Test Active / System OK,SY_AGR=1 & Conditions
284,Flagregister,Flagregister Kickdown Status,Flag Register Transmission Kickdown Switch State,Text,37,0,Kickdown Active / Inactive,B_autget=1
285,zlkd,Flagregister GGPED Accelerator Pedal Adapt,Accelerator Pedal Kickdown Adaptation Status (GGPED),Text,37,37,Adaptation OK / Running / Error,
286,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 286,Unassigned RAM Address / Reserved Channel 286,,,,,
287,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 287,Unassigned RAM Address / Reserved Channel 287,,,,,
288,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 288,Unassigned RAM Address / Reserved Channel 288,,,,,
289,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 289,Unassigned RAM Address / Reserved Channel 289,,,,,
290,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 290,Unassigned RAM Address / Reserved Channel 290,,,,,
291,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 291,Unassigned RAM Address / Reserved Channel 291,,,,,
292,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 292,Unassigned RAM Address / Reserved Channel 292,,,,,
293,ftefsoll_w,Sollwert Sp¸lrate Tankentl¸ftung,Target Evaporative Purge Flow Rate Setpoint,,33,255,0.0 ... 50.0,
294,mstedtef_w,Massenstrom Tankentl¸ftungsventil,Evaporative Purge Valve Mass Flow Rate,g/s,25,var,0.0 ... 8.88 g/s,
295,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 295,Unassigned RAM Address / Reserved Channel 295,,,,,
296,dlafp_w,P-Anteil der stetigen Lambdaregelung hinter dem Front-Kat,Proportional Component of Continuous Lambda Control Behind Cat,,61,255,-0.5 ... 0.5,SY_LSFNVK>0
297,dlafp2_w,P-Anteil der stetigen Lambdaregelung h. Front-Kat B2,Proportional Component of Continuous Lambda Control Behind Cat B2,,61,255,-0.5 ... 0.5,SY_LSFNVK2>0
298,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 298,Unassigned RAM Address / Reserved Channel 298,,,,,
299,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 299,Unassigned RAM Address / Reserved Channel 299,,,,,
300,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 300,Unassigned RAM Address / Reserved Channel 300,,,,,
301,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 301,Unassigned RAM Address / Reserved Channel 301,,,,,
302,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 302,Unassigned RAM Address / Reserved Channel 302,,,,,
303,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 303,Unassigned RAM Address / Reserved Channel 303,,,,,
304,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 304,Unassigned RAM Address / Reserved Channel 304,,,,,
305,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 305,Unassigned RAM Address / Reserved Channel 305,,,,,
306,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 306,Unassigned RAM Address / Reserved Channel 306,,,,,
307,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 307,Unassigned RAM Address / Reserved Channel 307,,,,,
308,tabgm,Abgastemperatur vor Kat aus Modell,Modeled Exhaust Gas Temperature Before Cat (Bank 1),∞C,97,10,-50 ... 1225 ∞C,
309,tabgm2,Abgastemperatur vor Kat aus Modell Bank2,Modeled Exhaust Gas Temperature Before Cat (Bank 2),∞C,97,10,-50 ... 1225 ∞C,SY_STERVK=1
310,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 310,Unassigned RAM Address / Reserved Channel 310,,,,,
311,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 311,Unassigned RAM Address / Reserved Channel 311,,,,,
312,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 312,Unassigned RAM Address / Reserved Channel 312,,,,,
313,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 313,Unassigned RAM Address / Reserved Channel 313,,,,,
314,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 314,Unassigned RAM Address / Reserved Channel 314,,,,,
315,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 315,Unassigned RAM Address / Reserved Channel 315,,,,,
316,rinsh_w,Grenzwert Sondeninnenw. h. Kat Bank1,Internal Resistance Limit of O2 Sensor Behind Cat Bank 1,Ohm,80,var,0 ... 99.99 kOhm,SY_NOHK=0
317,rinsh2_w,Grenzwert Sondeninnenw. h. Kat Bank2,Internal Resistance Limit of O2 Sensor Behind Cat Bank 2,Ohm,80,var,0 ... 99.99 kOhm,SY_NOHK=0 & SY_STERHK=1
318,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 318,Unassigned RAM Address / Reserved Channel 318,,,,,
319,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 319,Unassigned RAM Address / Reserved Channel 319,,,,,
320,lambons_w,Lambda-Soll am Sondeneinbau,Target Lambda at Sensor Location Bank 1,,31,160,0.00 ... 15.99,
321,lamsons2_w,Lambda-Soll am Sondeneinbau Bank2,Target Lambda at Sensor Location Bank 2,,31,160,0.00 ... 15.99,SY_STERVK=1
322,dmrlash_w,Momentenreserve DLSAHK,Torque Reserve for Engine Vibration Check (DLSAHK),%,33,255,0.00 ... 100.0%,
323,lamlash_w,Lambda-Soll f¸r Schwingungspr¸fung,Target Lambda for Engine Vibration Check,,31,20,0.00 ... 1.99,
324,lamlash2_w,Lambda-Soll f. Schwingungsp. Bank2,Target Lambda for Engine Vibration Check Bank 2,,31,20,0.00 ... 1.99,SY_STERHK>0
325,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 325,Unassigned RAM Address / Reserved Channel 325,,,,,
326,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 326,Unassigned RAM Address / Reserved Channel 326,,,,,
327,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 327,Unassigned RAM Address / Reserved Channel 327,,,,,
328,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 328,Unassigned RAM Address / Reserved Channel 328,,,,,
329,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 329,Unassigned RAM Address / Reserved Channel 329,,,,,
330,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 330,Unassigned RAM Address / Reserved Channel 330,,,,,
331,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 331,Unassigned RAM Address / Reserved Channel 331,,,,,
332,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 332,Unassigned RAM Address / Reserved Channel 332,,,,,
333,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 333,Unassigned RAM Address / Reserved Channel 333,,,,,
334,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 334,Unassigned RAM Address / Reserved Channel 334,,,,,
335,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 335,Unassigned RAM Address / Reserved Channel 335,,,,,
336,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 336,Unassigned RAM Address / Reserved Channel 336,,,,,
337,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 337,Unassigned RAM Address / Reserved Channel 337,,,,,
338,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 338,Unassigned RAM Address / Reserved Channel 338,,,,,
339,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 339,Unassigned RAM Address / Reserved Channel 339,,,,,
340,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 340,Unassigned RAM Address / Reserved Channel 340,,,,,
341,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 341,Unassigned RAM Address / Reserved Channel 341,,,,,
342,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 342,Unassigned RAM Address / Reserved Channel 342,,,,,
343,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 343,Unassigned RAM Address / Reserved Channel 343,,,,,
344,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 344,Unassigned RAM Address / Reserved Channel 344,,,,,
345,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 345,Unassigned RAM Address / Reserved Channel 345,,,,,
346,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 346,Unassigned RAM Address / Reserved Channel 346,,,,,
347,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 347,Unassigned RAM Address / Reserved Channel 347,,,,,
348,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 348,Unassigned RAM Address / Reserved Channel 348,,,,,
349,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 349,Unassigned RAM Address / Reserved Channel 349,,,,,
350,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 350,Unassigned RAM Address / Reserved Channel 350,,,,,
351,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 351,Unassigned RAM Address / Reserved Channel 351,,,,,
352,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 352,Unassigned RAM Address / Reserved Channel 352,,,,,
353,kmatmil_w,Kilometerz‰hler mit MIL,Odometer Reading with MIL Active,km,36,var,0 ... 65536 km,
354,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 354,Unassigned RAM Address / Reserved Channel 354,,,,,
355,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 355,Unassigned RAM Address / Reserved Channel 355,,,,,
356,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 356,Unassigned RAM Address / Reserved Channel 356,,,,,
357,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 357,Unassigned RAM Address / Reserved Channel 357,,,,,
358,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 358,Unassigned RAM Address / Reserved Channel 358,,,,,
359,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 359,Unassigned RAM Address / Reserved Channel 359,,,,,
360,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 360,Unassigned RAM Address / Reserved Channel 360,,,,,
361,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 361,Unassigned RAM Address / Reserved Channel 361,,,,,
362,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 362,Unassigned RAM Address / Reserved Channel 362,,,,,
363,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 363,Unassigned RAM Address / Reserved Channel 363,,,,,
364,Freie RAM-Zelle / Reserviert,Nicht belegter Kanal / Adresse 364,Unassigned RAM Address / Reserved Channel 364,,,,,
365,dmvadll_w,Drehmoment‰nderung aus Verlustmomentadaption Leerlauf,Torque Adaptation Value for Idle Speed Control,%,20,25,-25 ... 25%,
366,dmvadko_w,Drehmoment‰nderung aus Verlustmomentadaption Klima,Torque Adaptation Value for A/C Compressor Load,%,20,25,-25 ... 25%,
367,dmvadls_w,Drehmoment‰nderung aus Verlustmomentadaption Servolenkung,Torque Adaptation Value for Power Steering Load,%,20,25,-25 ... 25%,
368,dmvadfk_w,Drehmoment‰nderung aus Verlustmomentadaption Fahrbereich,Torque Adaptation Value for Gear Engagement Load,%,20,25,-25 ... 25%,
